difficulty,proficiency_group,chain_position,chain_length,delta_seconds,is_intra_session,chain_final_outcome,chain_total_time
D,G6,1,5,1856,true,AC,3351
D,G6,2,5,308,true,AC,3351
D,G6,3,5,978,true,AC,3351
D,G6,4,5,209,true,AC,3351
B,G6,1,3,76,true,AC,175
B,G6,2,3,99,true,AC,175
D,G6,1,3,828,true,AC,1277
D,G6,2,3,449,true,AC,1277
E,G6,1,3,301,true,AC,416
E,G6,2,3,115,true,AC,416
D,G6,1,3,432,true,AC,1167
D,G6,2,3,735,true,AC,1167
E,G6,1,3,1246,true,WA,1422
E,G6,2,3,176,true,WA,1422
E,G6,1,6,91,true,AC,1204
E,G6,2,6,346,true,AC,1204
E,G6,3,6,400,true,AC,1204
E,G6,4,6,244,true,AC,1204
E,G6,5,6,123,true,AC,1204
E,G6,1,2,48,true,AC,48
C,G6,1,6,51,true,RE,1252
C,G6,2,6,54,true,RE,1252
C,G6,3,6,523,true,RE,1252
C,G6,4,6,234,true,RE,1252
C,G6,5,6,390,true,RE,1252
E,G6,1,2,20,true,WA,20
D,G6,1,2,55,true,RE,55
D,G6,1,2,1204,true,AC,1204
E,G6,1,2,401,true,RE,401
E,G6,1,2,142,true,AC,142
E,G6,1,4,1794,true,AC,10985844
E,G6,2,4,10983431,false,AC,10985844
E,G6,3,4,619,true,AC,10985844
E,G6,1,3,99,true,AC,1710
E,G6,2,3,1611,true,AC,1710
D,G6,1,4,23,true,AC,1782
D,G6,2,4,472,true,AC,1782
D,G6,3,4,1287,true,AC,1782
D,G6,1,2,579,true,AC,579
E,G6,1,2,1033,true,RE,1033
E,G6,1,4,2969,true,WA,3586
E,G6,2,4,404,true,WA,3586
E,G6,3,4,213,true,WA,3586
E,G6,1,2,100,true,RE,100
D,G6,1,5,146,true,AC,2737
D,G6,2,5,1067,true,AC,2737
D,G6,3,5,1263,true,AC,2737
D,G6,4,5,261,true,AC,2737
C,G6,1,3,128,true,AC,247
C,G6,2,3,119,true,AC,247
D,G6,1,2,22338900,false,RE,22338900
C,G6,1,2,751,true,AC,751
D,G6,1,2,2420,true,RE,2420
D,G6,1,2,753,true,AC,753
D,G6,1,4,426,true,AC,41741301
D,G6,2,4,214,true,AC,41741301
D,G6,3,4,41740661,false,AC,41741301
D,G6,1,2,128,true,WA,128
C,G6,1,2,145,true,AC,145
C,G3,1,2,450,true,RE,450
C,G3,1,5,435,true,AC,1334
C,G3,2,5,356,true,AC,1334
C,G3,3,5,235,true,AC,1334
C,G3,4,5,308,true,AC,1334
D,G6,1,2,257,true,AC,257
D,G3,1,2,99290,false,Abandon,99290
B,G3,1,6,121,true,RE,1529
B,G3,2,6,74,true,RE,1529
B,G3,3,6,287,true,RE,1529
B,G3,4,6,721,true,RE,1529
B,G3,5,6,326,true,RE,1529
C,G3,1,4,360,true,AC,2173
C,G3,2,4,884,true,AC,2173
C,G3,3,4,929,true,AC,2173
C,G5,1,3,164,true,Abandon,394
C,G5,2,3,230,true,Abandon,394
D,G4,1,2,166,true,WA,166
C,G4,1,2,259,true,Abandon,259
F,G6,1,2,333,true,Abandon,333
C,G5,1,5,358,true,Abandon,3704
C,G5,2,5,252,true,Abandon,3704
C,G5,3,5,2771,true,Abandon,3704
C,G5,4,5,323,true,Abandon,3704
E,G5,1,3,286,true,CE,429
E,G5,2,3,143,true,CE,429
E,G5,1,2,233577,false,AC,233577
C,G5,1,3,1385,true,Abandon,3762
C,G5,2,3,2377,true,Abandon,3762
C,G2,1,7,199,true,Abandon,5523
C,G2,2,7,758,true,Abandon,5523
C,G2,3,7,163,true,Abandon,5523
C,G2,4,7,86,true,Abandon,5523
C,G2,5,7,3325,true,Abandon,5523
C,G2,6,7,992,true,Abandon,5523
D,G6,1,2,269,true,Abandon,269
D,G5,1,2,387,true,WA,387
D,G5,1,3,160,true,WA,221
D,G5,2,3,61,true,WA,221
C,G5,1,2,61,true,CE,61
B,G5,1,2,110,true,AC,110
E,G6,1,3,171,true,AC,523
E,G6,2,3,352,true,AC,523
E,G6,1,3,617,true,AC,1055
E,G6,2,3,438,true,AC,1055
E,G6,1,3,317,true,WA,544
E,G6,2,3,227,true,WA,544
E,G6,1,4,770,true,AC,960
E,G6,2,4,30,true,AC,960
E,G6,3,4,160,true,AC,960
E,G6,1,2,393,true,AC,393
E,G6,1,5,257,true,AC,940
E,G6,2,5,152,true,AC,940
E,G6,3,5,152,true,AC,940
E,G6,4,5,379,true,AC,940
C,G6,1,3,192,true,AC,275
C,G6,2,3,83,true,AC,275
C,G6,1,3,83,true,WA,718
C,G6,2,3,635,true,WA,718
C,G6,1,2,171,true,AC,171
D,G6,1,2,1054,true,CE,1054
D,G6,1,4,398,true,CE,1949
D,G6,2,4,106,true,CE,1949
D,G6,3,4,1445,true,CE,1949
D,G6,1,4,205,true,AC,1966
D,G6,2,4,715,true,AC,1966
D,G6,3,4,1046,true,AC,1966
C,G6,1,3,227,true,AC,559
C,G6,2,3,332,true,AC,559
D,G6,1,2,569,true,WA,569
D,G6,1,2,81,true,AC,81
C,G4,1,3,1829,true,AC,1878
C,G4,2,3,49,true,AC,1878
E,G5,1,3,305,true,WA,627
E,G5,2,3,322,true,WA,627
C,G5,1,2,338,true,AC,338
C,G4,1,4,303,true,AC,226899
C,G4,2,4,224542,false,AC,226899
C,G4,3,4,2054,true,AC,226899
C,G4,1,3,2003,true,AC,2106
C,G4,2,3,103,true,AC,2106
E,G6,1,2,525,true,RE,525
E,G6,1,4,270,true,WA,1708
E,G6,2,4,1332,true,WA,1708
E,G6,3,4,106,true,WA,1708
E,G6,1,2,34,true,AC,34
D,G6,1,2,106,true,AC,106
D,G6,1,2,2429,true,AC,2429
C,G6,1,2,426020,false,AC,426020
D,G6,1,2,225,true,AC,225
D,G6,1,2,81,true,AC,81
D,G6,1,2,14,true,WA,14
D,G6,1,2,34,true,AC,34
D,G6,1,2,237,true,RE,237
D,G6,1,6,189,true,AC,1285
D,G6,2,6,335,true,AC,1285
D,G6,3,6,154,true,AC,1285
D,G6,4,6,293,true,AC,1285
D,G6,5,6,314,true,AC,1285
D,G6,1,2,153,true,AC,153
F,G6,1,2,883,true,AC,883
D,G4,1,2,644,true,AC,644
D,G4,1,2,856,true,AC,856
D,G4,1,3,44,true,AC,116
D,G4,2,3,72,true,AC,116
C,G4,1,3,213,true,Abandon,531
C,G4,2,3,318,true,Abandon,531
B,G4,1,3,137,true,WA,331
B,G4,2,3,194,true,WA,331
C,G4,1,4,500,true,WA,4505
C,G4,2,4,2476,true,WA,4505
C,G4,3,4,1529,true,WA,4505
D,G4,1,3,698,true,AC,2744
D,G4,2,3,2046,true,AC,2744
D,G4,1,2,1489,true,RE,1489
D,G4,1,2,549,true,WA,549
D,G4,1,2,78,true,WA,78
D,G4,1,2,1118,true,AC,1118
D,G4,1,2,1774,true,RE,1774
C,G4,1,2,771,true,AC,771
D,G4,1,2,573826,false,WA,573826
D,G4,1,4,177,true,AC,616
D,G4,2,4,389,true,AC,616
D,G4,3,4,50,true,AC,616
D,G4,1,2,663,true,AC,663
D,G4,1,5,357,true,AC,2666
D,G4,2,5,372,true,AC,2666
D,G4,3,5,1690,true,AC,2666
D,G4,4,5,247,true,AC,2666
C,G4,1,3,152,true,AC,32987
C,G4,2,3,32835,false,AC,32987
C,G4,1,2,33,true,AC,33
C,G4,1,5,85,true,RE,507
C,G4,2,5,242,true,RE,507
C,G4,3,5,64,true,RE,507
C,G4,4,5,116,true,RE,507
C,G4,1,2,1515,true,AC,1515
C,G5,1,3,470,true,AC,636
C,G5,2,3,166,true,AC,636
D,G5,1,3,378,true,AC,166589
D,G5,2,3,166211,false,AC,166589
C,G5,1,2,496,true,AC,496
C,G5,1,3,1235,true,RE,1388
C,G5,2,3,153,true,RE,1388
C,G4,1,3,660,true,AC,3683
C,G4,2,3,3023,true,AC,3683
D,G4,1,4,1197,true,Abandon,2563
D,G4,2,4,1255,true,Abandon,2563
D,G4,3,4,111,true,Abandon,2563
D,G4,1,2,898,true,Abandon,898
D,G4,1,2,581,true,Abandon,581
C,G4,1,2,804,true,AC,804
E,G6,1,9,26,true,WA,1660
E,G6,2,9,132,true,WA,1660
E,G6,3,9,324,true,WA,1660
E,G6,4,9,694,true,WA,1660
E,G6,5,9,37,true,WA,1660
E,G6,6,9,385,true,WA,1660
E,G6,7,9,30,true,WA,1660
E,G6,8,9,32,true,WA,1660
E,G6,1,2,78,true,WA,78
E,G6,1,2,13,true,Abandon,13
E,G6,1,2,23,true,AC,23
D,G6,1,4,46,true,AC,1501
D,G6,2,4,131,true,AC,1501
D,G6,3,4,1324,true,AC,1501
F,G6,1,3,86,true,AC,128
F,G6,2,3,42,true,AC,128
D,G6,1,2,914,true,WA,914
E,G6,1,2,188,true,RE,188
E,G6,1,2,283741,false,RE,283741
D,G6,1,3,89,true,AC,162
D,G6,2,3,73,true,AC,162
D,G6,1,2,13059640,false,WA,13059640
D,G6,1,4,237,true,WA,1419
D,G6,2,4,98,true,WA,1419
D,G6,3,4,1084,true,WA,1419
C,G6,1,2,279,true,AC,279
D,G6,1,3,2387,true,AC,2623
D,G6,2,3,236,true,AC,2623
C,G6,1,2,90,true,AC,90
D,G6,1,2,102,true,AC,102
D,G6,1,2,1007,true,AC,1007
D,G6,1,3,178,true,AC,264
D,G6,2,3,86,true,AC,264
D,G6,1,2,103,true,AC,103
D,G6,1,2,623,true,WA,623
C,G6,1,3,470,true,Abandon,370276
C,G6,2,3,369806,false,Abandon,370276
C,G3,1,2,1785,true,WA,1785
B,G3,1,3,460,true,CE,1224
B,G3,2,3,764,true,CE,1224
D,G4,1,3,230,true,RE,432
D,G4,2,3,202,true,RE,432
E,G6,1,2,910,true,WA,910
E,G6,1,2,143,true,AC,143
E,G3,1,2,699,true,WA,699
D,G2,1,3,829,true,Abandon,3161
D,G2,2,3,2332,true,Abandon,3161
D,G4,1,2,346143,false,AC,346143
C,G4,1,2,284,true,Abandon,284
C,G3,1,4,466,true,WA,1950
C,G3,2,4,1110,true,WA,1950
C,G3,3,4,374,true,WA,1950
D,G4,1,3,213,true,WA,2067
D,G4,2,3,1854,true,WA,2067
C,G4,1,2,253,true,WA,253
C,G4,1,2,24163628,false,AC,24163628
C,G4,1,3,144,true,AC,279
C,G4,2,3,135,true,AC,279
C,G4,1,8,107,true,RE,3046
C,G4,2,8,136,true,RE,3046
C,G4,3,8,297,true,RE,3046
C,G4,4,8,370,true,RE,3046
C,G4,5,8,22,true,RE,3046
C,G4,6,8,1750,true,RE,3046
C,G4,7,8,364,true,RE,3046
C,G4,1,4,522,true,AC,1024
C,G4,2,4,179,true,AC,1024
C,G4,3,4,323,true,AC,1024
D,G4,1,2,144,true,RE,144
D,G4,1,3,302,true,RE,429
D,G4,2,3,127,true,RE,429
F,G6,1,2,100,true,WA,100
D,G6,1,5,1392,true,AC,2254
D,G6,2,5,36,true,AC,2254
D,G6,3,5,671,true,AC,2254
D,G6,4,5,155,true,AC,2254
F,G6,1,10,533,true,WA,3118
F,G6,2,10,516,true,WA,3118
F,G6,3,10,976,true,WA,3118
F,G6,4,10,96,true,WA,3118
F,G6,5,10,211,true,WA,3118
F,G6,6,10,230,true,WA,3118
F,G6,7,10,183,true,WA,3118
F,G6,8,10,270,true,WA,3118
F,G6,9,10,103,true,WA,3118
F,G6,1,2,83301,false,AC,83301
D,G6,1,2,106,true,AC,106
E,G6,1,2,141,true,AC,141
D,G6,1,2,8342,true,WA,8342
F,G6,1,2,2395,true,WA,2395
E,G6,1,3,221,true,WA,853
E,G6,2,3,632,true,WA,853
E,G6,1,3,482,true,RE,637
E,G6,2,3,155,true,RE,637
E,G6,1,2,541,true,AC,541
E,G6,1,2,396,true,RE,396
E,G6,1,2,5761,true,AC,5761
F,G6,1,2,225,true,AC,225
D,G6,1,2,432,true,AC,432
E,G6,1,3,94,true,WA,7609
E,G6,2,3,7515,true,WA,7609
E,G6,1,2,561,true,WA,561
D,G6,1,3,328,true,AC,473
D,G6,2,3,145,true,AC,473
D,G6,1,3,240,true,WA,1038
D,G6,2,3,798,true,WA,1038
D,G6,1,3,2282,true,RE,2567
D,G6,2,3,285,true,RE,2567
D,G6,1,3,415,true,AC,1307
D,G6,2,3,892,true,AC,1307
C,G6,1,2,417,true,AC,417
B,G4,1,2,313,true,RE,313
D,G5,1,2,958,true,Abandon,958
C,G4,1,2,184,true,AC,184
C,G4,1,2,1088,true,WA,1088
C,G4,1,9,206,true,Abandon,9790
C,G4,2,9,113,true,Abandon,9790
C,G4,3,9,404,true,Abandon,9790
C,G4,4,9,413,true,Abandon,9790
C,G4,5,9,7748,true,Abandon,9790
C,G4,6,9,362,true,Abandon,9790
C,G4,7,9,409,true,Abandon,9790
C,G4,8,9,135,true,Abandon,9790
C,G2,1,2,99,true,Abandon,99
D,G4,1,3,760,true,WA,1588
D,G4,2,3,828,true,WA,1588
D,G4,1,4,89,true,AC,7546
D,G4,2,4,116,true,AC,7546
D,G4,3,4,7341,true,AC,7546
D,G4,1,2,225,true,Abandon,225
D,G5,1,4,192,true,Abandon,47762
D,G5,2,4,421,true,Abandon,47762
D,G5,3,4,47149,false,Abandon,47762
D,G5,1,2,394,true,RE,394
D,G5,1,9,72501,false,AC,77521
D,G5,2,9,360,true,AC,77521
D,G5,3,9,1525,true,AC,77521
D,G5,4,9,136,true,AC,77521
D,G5,5,9,2168,true,AC,77521
D,G5,6,9,208,true,AC,77521
D,G5,7,9,300,true,AC,77521
D,G5,8,9,323,true,AC,77521
C,G5,1,2,800,true,WA,800
C,G5,1,2,984,true,AC,984
C,G5,1,2,648,true,AC,648
C,G5,1,2,2248,true,RE,2248
C,G5,1,2,606,true,WA,606
C,G5,1,3,78,true,WA,434
C,G5,2,3,356,true,WA,434
C,G5,1,2,215,true,CE,215
D,G5,1,3,1323,true,RE,1439
D,G5,2,3,116,true,RE,1439
E,G5,1,2,1263,true,Abandon,1263
D,G5,1,2,85,true,Abandon,85
C,G3,1,4,1046,true,WA,2857
C,G3,2,4,1682,true,WA,2857
C,G3,3,4,129,true,WA,2857
C,G3,1,2,1476,true,Abandon,1476
E,G4,1,2,314,true,Abandon,314
D,G4,1,2,139,true,Abandon,139
D,G4,1,2,105,true,Abandon,105
C,G4,1,2,1934,true,AC,1934
D,G4,1,2,96,true,Abandon,96
C,G4,1,5,74,true,RE,2676
C,G4,2,5,2047,true,RE,2676
C,G4,3,5,55,true,RE,2676
C,G4,4,5,500,true,RE,2676
D,G6,1,2,990,true,WA,990
E,G6,1,3,806,true,WA,917
E,G6,2,3,111,true,WA,917
D,G6,1,2,87,true,AC,87
D,G6,1,2,68,true,WA,68
D,G6,1,2,843,true,AC,843
D,G6,1,3,217,true,WA,346
D,G6,2,3,129,true,WA,346
E,G6,1,2,668243,false,WA,668243
C,G6,1,3,136,true,WA,391
C,G6,2,3,255,true,WA,391
C,G6,1,2,574,true,WA,574
C,G6,1,2,190,true,WA,190
D,G6,1,2,2010,true,AC,2010
C,G6,1,2,126,true,AC,126
C,G6,1,3,127,true,AC,157824
C,G6,2,3,157697,false,AC,157824
E,G6,1,3,922,true,WA,1588
E,G6,2,3,666,true,WA,1588
E,G6,1,2,98790,false,WA,98790
D,G6,1,3,432,true,Abandon,735
D,G6,2,3,303,true,Abandon,735
D,G6,1,3,392,true,AC,586
D,G6,2,3,194,true,AC,586
E,G6,1,2,410,true,RE,410
F,G6,1,2,387,true,Abandon,387
F,G6,1,5,349,true,Abandon,2273
F,G6,2,5,201,true,Abandon,2273
F,G6,3,5,1345,true,Abandon,2273
F,G6,4,5,378,true,Abandon,2273
E,G6,1,2,71,true,AC,71
D,G6,1,6,516,true,WA,2886
D,G6,2,6,961,true,WA,2886
D,G6,3,6,377,true,WA,2886
D,G6,4,6,620,true,WA,2886
D,G6,5,6,412,true,WA,2886
D,G6,1,2,103,true,AC,103
E,G6,1,3,298,true,RE,577
E,G6,2,3,279,true,RE,577
C,G6,1,2,22,true,AC,22
D,G6,1,5,974,true,WA,4117
D,G6,2,5,431,true,WA,4117
D,G6,3,5,735,true,WA,4117
D,G6,4,5,1977,true,WA,4117
F,G6,1,2,74778,false,AC,74778
D,G6,1,3,74,true,AC,702
D,G6,2,3,628,true,AC,702
D,G4,1,2,375,true,Abandon,375
D,G4,1,9,38,true,WA,2933
D,G4,2,9,75,true,WA,2933
D,G4,3,9,76,true,WA,2933
D,G4,4,9,846,true,WA,2933
D,G4,5,9,373,true,WA,2933
D,G4,6,9,112,true,WA,2933
D,G4,7,9,1189,true,WA,2933
D,G4,8,9,224,true,WA,2933
D,G4,1,2,256,true,AC,256
C,G4,1,8,1073,true,RE,7377
C,G4,2,8,360,true,RE,7377
C,G4,3,8,1444,true,RE,7377
C,G4,4,8,436,true,RE,7377
C,G4,5,8,3565,true,RE,7377
C,G4,6,8,201,true,RE,7377
C,G4,7,8,298,true,RE,7377
C,G4,1,2,399,true,AC,399
B,G4,1,2,697,true,AC,697
D,G4,1,3,234,true,AC,187390
D,G4,2,3,187156,false,AC,187390
D,G4,1,2,514,true,CE,514
D,G4,1,2,640,true,CE,640
E,G4,1,3,1385,true,Abandon,1514
E,G4,2,3,129,true,Abandon,1514
D,G4,1,4,3368,true,Abandon,4319
D,G4,2,4,555,true,Abandon,4319
D,G4,3,4,396,true,Abandon,4319
D,G4,1,2,378,true,Abandon,378
F,G6,1,2,171,true,AC,171
B,G6,1,2,2103,true,AC,2103
E,G6,1,2,362,true,WA,362
E,G6,1,4,87,true,WA,1376
E,G6,2,4,1045,true,WA,1376
E,G6,3,4,244,true,WA,1376
F,G6,1,8,779,true,RE,3742
F,G6,2,8,44,true,RE,3742
F,G6,3,8,18,true,RE,3742
F,G6,4,8,144,true,RE,3742
F,G6,5,8,2267,true,RE,3742
F,G6,6,8,114,true,RE,3742
F,G6,7,8,376,true,RE,3742
F,G6,1,5,23,true,AC,935
F,G6,2,5,69,true,AC,935
F,G6,3,5,144,true,AC,935
F,G6,4,5,699,true,AC,935
F,G6,1,2,1853,true,CE,1853
F,G6,1,5,1226,true,AC,1390
F,G6,2,5,63,true,AC,1390
F,G6,3,5,31,true,AC,1390
F,G6,4,5,70,true,AC,1390
D,G6,1,4,172,true,AC,4335
D,G6,2,4,3920,true,AC,4335
D,G6,3,4,243,true,AC,4335
F,G6,1,2,709,true,WA,709
F,G6,1,2,47,true,AC,47
E,G6,1,3,2289,true,WA,78182
E,G6,2,3,75893,false,WA,78182
D,G6,1,4,636,true,RE,99297
D,G6,2,4,96110,false,RE,99297
D,G6,3,4,2551,true,RE,99297
E,G6,1,6,18071852,false,Abandon,18072509
E,G6,2,6,117,true,Abandon,18072509
E,G6,3,6,225,true,Abandon,18072509
E,G6,4,6,71,true,Abandon,18072509
E,G6,5,6,244,true,Abandon,18072509
C,G6,1,2,48,true,AC,48
D,G6,1,2,2136843,false,AC,2136843
D,G6,1,3,1659,true,WA,2101
D,G6,2,3,442,true,WA,2101
B,G5,1,2,114,true,AC,114
D,G5,1,2,176,true,AC,176
E,G5,1,2,347,true,CE,347
E,G5,1,4,157,true,Abandon,813
E,G5,2,4,156,true,Abandon,813
E,G5,3,4,500,true,Abandon,813
D,G5,1,2,1260,true,Abandon,1260
B,G2,1,2,294,true,RE,294
C,G5,1,2,300,true,AC,300
D,G5,1,3,936,true,AC,61201
D,G5,2,3,60265,false,AC,61201
C,G3,1,3,1508,true,Abandon,4537
C,G3,2,3,3029,true,Abandon,4537
D,G4,1,2,820,true,AC,820
E,G4,1,2,343,true,Abandon,343
D,G4,1,2,219,true,Abandon,219
D,G4,1,3,560,true,WA,3005
D,G4,2,3,2445,true,WA,3005
D,G4,1,2,59730,false,CE,59730
C,G4,1,5,101,true,CE,948
C,G4,2,5,174,true,CE,948
C,G4,3,5,656,true,CE,948
C,G4,4,5,17,true,CE,948
D,G4,1,3,463,true,AC,642
D,G4,2,3,179,true,AC,642
C,G4,1,2,135,true,AC,135
D,G4,1,3,310,true,WA,1689
D,G4,2,3,1379,true,WA,1689
C,G4,1,4,1571,true,Abandon,3336
C,G4,2,4,416,true,Abandon,3336
C,G4,3,4,1349,true,Abandon,3336
D,G3,1,3,702,true,Abandon,1420
D,G3,2,3,718,true,Abandon,1420
D,G4,1,2,3483,true,Abandon,3483
D,G6,1,3,381,true,WA,3798
D,G6,2,3,3417,true,WA,3798
B,G2,1,4,86,true,WA,558
B,G2,2,4,185,true,WA,558
B,G2,3,4,287,true,WA,558
B,G2,1,3,83,true,Abandon,374
B,G2,2,3,291,true,Abandon,374
D,G4,1,2,338,true,Abandon,338
C,G4,1,6,291,true,CE,6102
C,G4,2,6,705,true,CE,6102
C,G4,3,6,158,true,CE,6102
C,G4,4,6,4751,true,CE,6102
C,G4,5,6,197,true,CE,6102
D,G4,1,4,972,true,Abandon,2968
D,G4,2,4,581,true,Abandon,2968
D,G4,3,4,1415,true,Abandon,2968
C,G4,1,5,170,true,Abandon,1243
C,G4,2,5,631,true,Abandon,1243
C,G4,3,5,163,true,Abandon,1243
C,G4,4,5,279,true,Abandon,1243
C,G6,1,2,102,true,AC,102
E,G6,1,2,257,true,CE,257
D,G6,1,3,171,true,AC,321
D,G6,2,3,150,true,AC,321
C,G6,1,2,213,true,RE,213
E,G4,1,2,37358,false,Abandon,37358
D,G3,1,2,400,true,Abandon,400
C,G3,1,4,1720,true,AC,2190
C,G3,2,4,212,true,AC,2190
C,G3,3,4,258,true,AC,2190
C,G3,1,3,107,true,CE,224
C,G3,2,3,117,true,CE,224
C,G3,1,3,2899,true,CE,3353
C,G3,2,3,454,true,CE,3353
E,G3,1,2,761,true,Abandon,761
D,G3,1,10,476,true,Abandon,22722
D,G3,2,10,1766,true,Abandon,22722
D,G3,3,10,782,true,Abandon,22722
D,G3,4,10,2172,true,Abandon,22722
D,G3,5,10,331,true,Abandon,22722
D,G3,6,10,5513,true,Abandon,22722
D,G3,7,10,9503,true,Abandon,22722
D,G3,8,10,1596,true,Abandon,22722
D,G3,9,10,583,true,Abandon,22722
E,G5,1,2,227,true,WA,227
E,G5,1,3,3782,true,WA,4581
E,G5,2,3,799,true,WA,4581
E,G5,1,3,404,true,CE,742
E,G5,2,3,338,true,CE,742
E,G5,1,4,355,true,AC,4554
E,G5,2,4,447,true,AC,4554
E,G5,3,4,3752,true,AC,4554
D,G5,1,2,518,true,AC,518
C,G3,1,3,128,true,Abandon,324
C,G3,2,3,196,true,Abandon,324
F,G6,1,2,473,true,WA,473
D,G6,1,2,3902,true,AC,3902
E,G6,1,2,179,true,AC,179
E,G6,1,2,2428,true,WA,2428
E,G6,1,2,111481,false,Abandon,111481
D,G6,1,2,317,true,AC,317
C,G6,1,2,1274,true,AC,1274
C,G6,1,3,1038,true,AC,1838
C,G6,2,3,800,true,AC,1838
D,G5,1,2,827,true,AC,827
D,G5,1,3,1794,true,Abandon,2161
D,G5,2,3,367,true,Abandon,2161
E,G5,1,2,254,true,RE,254
E,G5,1,2,955,true,AC,955
D,G5,1,4,1159,true,AC,2557
D,G5,2,4,597,true,AC,2557
D,G5,3,4,801,true,AC,2557
D,G5,1,2,305,true,WA,305
E,G5,1,2,154,true,Abandon,154
D,G5,1,2,2735,true,Abandon,2735
D,G5,1,2,130,true,WA,130
C,G5,1,2,250,true,WA,250
D,G5,1,3,62,true,AC,226
D,G5,2,3,164,true,AC,226
D,G4,1,2,1099,true,AC,1099
C,G4,1,2,18540158,false,CE,18540158
D,G4,1,2,413,true,Abandon,413
B,G4,1,2,686,true,AC,686
F,G6,1,2,877,true,AC,877
F,G6,1,2,36,true,AC,36
E,G6,1,2,283,true,AC,283
E,G6,1,4,68,true,AC,1600
E,G6,2,4,1428,true,AC,1600
E,G6,3,4,104,true,AC,1600
C,G6,1,3,467,true,AC,559
C,G6,2,3,92,true,AC,559
E,G6,1,2,732,true,RE,732
E,G6,1,2,306,true,CE,306
E,G6,1,2,1877,true,WA,1877
F,G6,1,4,80,true,CE,347
F,G6,2,4,160,true,CE,347
F,G6,3,4,107,true,CE,347
E,G6,1,2,1070,true,WA,1070
F,G6,1,2,468,true,RE,468
F,G6,1,2,94,true,WA,94
E,G6,1,2,172,true,AC,172
D,G6,1,2,151,true,WA,151
D,G6,1,2,220,true,RE,220
D,G6,1,2,297,true,AC,297
B,G2,1,2,1292424,false,WA,1292424
C,G3,1,2,756,true,Abandon,756
E,G6,1,2,410,true,AC,410
D,G6,1,3,83734,false,CE,172240
D,G6,2,3,88506,false,CE,172240
D,G5,1,6,34,true,AC,1118
D,G5,2,6,349,true,AC,1118
D,G5,3,6,420,true,AC,1118
D,G5,4,6,146,true,AC,1118
D,G5,5,6,169,true,AC,1118
C,G5,1,2,25,true,WA,25
E,G5,1,11,124,true,AC,2267
E,G5,2,11,129,true,AC,2267
E,G5,3,11,29,true,AC,2267
E,G5,4,11,263,true,AC,2267
E,G5,5,11,158,true,AC,2267
E,G5,6,11,446,true,AC,2267
E,G5,7,11,57,true,AC,2267
E,G5,8,11,428,true,AC,2267
E,G5,9,11,424,true,AC,2267
E,G5,10,11,209,true,AC,2267
D,G5,1,6,92,true,WA,3346
D,G5,2,6,427,true,WA,3346
D,G5,3,6,523,true,WA,3346
D,G5,4,6,1858,true,WA,3346
D,G5,5,6,446,true,WA,3346
C,G5,1,2,48,true,AC,48
C,G5,1,5,2409,true,AC,5186
C,G5,2,5,1492,true,AC,5186
C,G5,3,5,1183,true,AC,5186
C,G5,4,5,102,true,AC,5186
D,G5,1,2,2040,true,AC,2040
C,G5,1,2,293,true,AC,293
C,G4,1,2,250,true,Abandon,250
D,G4,1,2,241,true,AC,241
D,G4,1,2,66,true,AC,66
D,G4,1,2,131,true,WA,131
D,G4,1,4,1437,true,AC,3266
D,G4,2,4,949,true,AC,3266
D,G4,3,4,880,true,AC,3266
D,G4,1,3,254,true,WA,1119
D,G4,2,3,865,true,WA,1119
D,G4,1,2,278,true,AC,278
D,G4,1,3,103,true,AC,513
D,G4,2,3,410,true,AC,513
D,G4,1,5,258,true,AC,1828
D,G4,2,5,665,true,AC,1828
D,G4,3,5,822,true,AC,1828
D,G4,4,5,83,true,AC,1828
D,G4,1,2,47,true,AC,47
B,G4,1,2,53,true,AC,53
D,G5,1,2,8622,true,AC,8622
D,G5,1,3,341,true,Abandon,614
D,G5,2,3,273,true,Abandon,614
D,G5,1,2,371,true,RE,371
D,G5,1,2,759,true,AC,759
D,G5,1,2,138,true,Abandon,138
C,G5,1,4,646,true,Abandon,1248
C,G5,2,4,458,true,Abandon,1248
C,G5,3,4,144,true,Abandon,1248
E,G6,1,6,168,true,AC,3512
E,G6,2,6,132,true,AC,3512
E,G6,3,6,1965,true,AC,3512
E,G6,4,6,375,true,AC,3512
E,G6,5,6,872,true,AC,3512
F,G6,1,2,124,true,AC,124
D,G6,1,2,590,true,WA,590
F,G6,1,2,909,true,Abandon,909
C,G6,1,2,250,true,AC,250
C,G3,1,2,181,true,AC,181
C,G3,1,4,132,true,Abandon,853
C,G3,2,4,205,true,Abandon,853
C,G3,3,4,516,true,Abandon,853
B,G4,1,4,118,true,RE,813
B,G4,2,4,410,true,RE,813
B,G4,3,4,285,true,RE,813
D,G4,1,3,394,true,AC,796
D,G4,2,3,402,true,AC,796
C,G4,1,2,754,true,AC,754
D,G3,1,3,84,true,Abandon,1213
D,G3,2,3,1129,true,Abandon,1213
C,G3,1,3,314,true,Abandon,769
C,G3,2,3,455,true,Abandon,769
C,G5,1,2,291,true,Abandon,291
E,G5,1,2,501,true,Abandon,501
C,G5,1,4,218,true,Abandon,449
C,G5,2,4,9,true,Abandon,449
C,G5,3,4,222,true,Abandon,449
D,G5,1,2,104,true,WA,104
C,G3,1,2,857,true,AC,857
C,G3,1,4,951,true,AC,174830
C,G3,2,4,172473,false,AC,174830
C,G3,3,4,1406,true,AC,174830
